Município: GUARANTA DO NORTE, (null), Latitude: None, Longitude: None
Município: CAMPINA GRANDE, PB, Latitude: -7.2246743, Longitude: -35.8771292
Município: SAO GONCALO DO AMARANTE, CE, Latitude: -3.6099755, Longitude: -38.9687182
Município: SAO LUIS DO CURU, CE, Latitude: -3.672399, Longitude: -39.2364881
Município: SENADOR POMPEU, CE, Latitude: -5.5874386, Longitude: -39.3730901
Município: SOBRAL, CE, Latitude: -3.6879135, Longitude: -40.3456372
Município: SOLONOPOLE, CE, Latitude: -5.7329092, Longitude: -39.0098669
Município: TABULEIRO DO NORTE, CE, Latitude: -5.2440865, Longitude: -38.1284605
Município: TAUA, CE, Latitude: -6.0031372, Longitude: -40.2947268
Município: TIANGUA, CE, Latitude: -3.7307332, Longitude: -41.0004019
Município: TURURU, CE, Latitude: -3.5985489, Longitude: -39.4358101
Município: UBAJARA, CE, Latitude: -3.8534468, Longitude: -40.9185642
Município: UMARI, CE, Latitude: -6.6465102, Longitude: -38.6995155
Município: UMIRIM, CE, Latitude: -3.6777738, Longitude: -39.348725
Município: URUBURETAMA, CE, Latitude: -3.6235302, Longitude: -39.5050697
Município: VARZEA ALEGRE, CE, Latitude: -6.7936089, Longitude: -39.2989333
Município: BRASILIA, DF, Latitude: -15.7934036, Longitude: -47.8823172
Município: AFONSO CLAUDIO, ES, Latitude: -20.0744817, Longitude: -41.1251335
Município: SAO JOAO DO JAGUARIBE, CE, Latitude: -5.2719441, Longitude: -38.271993
Município: RUSSAS, CE, Latitude: -4.9354279, Longitude: -37.9783838
Município: ALFREDO CHAVES, ES, Latitude: -20.624970400000002, Longitude: -40.75006690147988
Município: PEREIRO, CE, Latitude: -6.046269, Longitude: -38.4604192
Município: MADALENA, CE, Latitude: -4.8542961, Longitude: -39.5766436
Município: MARACANAU, CE, Latitude: -3.8779438, Longitude: -38.6247697
Município: MARANGUAPE, CE, Latitude: -3.8922967, Longitude: -38.6835427
Município: MARCO, CE, Latitude: -3.1221945, Longitude: -40.1514585
Município: MILAGRES, CE, Latitude: -7.3106846, Longitude: -38.9447146
Município: MILHA, CE, Latitude: -5.6834601, Longitude: -39.1970885
Município: MORADA NOVA, CE, Latitude: -5.1076699, Longitude: -38.3727852
Município: MORRINHOS, CE, Latitude: -3.2275749, Longitude: -40.1280783
Município: OCARA, CE, Latitude: -4.4910653, Longitude: -38.5964829
Município: PACAJUS, CE, Latitude: -4.171073, Longitude: -38.464988
Município: PACATUBA, CE, Latitude: -3.9841, Longitude: -38.6180383
Município: PALHANO, CE, Latitude: -4.7449408, Longitude: -37.9608401
Município: PARAMBU, CE, Latitude: -6.2123856, Longitude: -40.6954982
Município: PEDRA BRANCA, CE, Latitude: -5.455674, Longitude: -39.7166286
Município: PENAFORTE, CE, Latitude: -7.8288372, Longitude: -39.0751908
Município: ALEGRE, ES, Latitude: -20.7625787, Longitude: -41.5318886
Município: ANCHIETA, ES, Latitude: -20.8057672, Longitude: -40.6454564
Município: RIO NOVO DO SUL, ES, Latitude: -20.8641487, Longitude: -40.9384378
Município: ICONHA, ES, Latitude: -20.7935003, Longitude: -40.8108852
Município: ITAPEMIRIM, ES, Latitude: -21.0105534, Longitude: -40.8351239
Município: IUNA, ES, Latitude: -20.3427029, Longitude: -41.5360386
Município: JAGUARE, ES, Latitude: -18.9058375, Longitude: -40.0710964
Município: JERONIMO MONTEIRO, ES, Latitude: -20.7882214, Longitude: -41.3921464
Município: JOAO NEIVA, ES, Latitude: -19.7570307, Longitude: -40.3856633
Município: LINHARES, ES, Latitude: -19.3816944, Longitude: -40.0612213
Município: MARECHAL FLORIANO, ES, Latitude: -20.4124966, Longitude: -40.6749858
Município: MARILANDIA, ES, Latitude: -19.4117824, Longitude: -40.5442916
Município: MIMOSO DO SUL, ES, Latitude: -21.0628724, Longitude: -41.3640478
Município: MUNIZ FREIRE, ES, Latitude: -20.4636068, Longitude: -41.4137007
Município: MUQUI, ES, Latitude: -20.9509368, Longitude: -41.3444285
Município: PEDRO CANARIO, ES, Latitude: -18.2998272, Longitude: -39.9558844
Município: PINHEIROS, ES, Latitude: -18.4127047, Longitude: -40.217534
Município: PIUMA, ES, Latitude: -20.8375312, Longitude: -40.7271589
Município: PRESIDENTE KENNEDY, ES, Latitude: -21.1000137, Longitude: -41.0436113
Município: IRUPI, ES, Latitude: -20.346479, Longitude: -41.6392581
Município: IBIRACU, ES, Latitude: -19.8309496, Longitude: -40.3686594
Município: APIACA, ES, Latitude: -21.152272, Longitude: -41.569297
Município: IBATIBA, ES, Latitude: -20.2342792, Longitude: -41.5082981
Município: ARACRUZ, ES, Latitude: -19.8245218, Longitude: -40.2735025
Município: ATILIO VIVACQUA, ES, Latitude: -20.9139369, Longitude: -41.1947519
Município: BAIXO GUANDU, ES, Latitude: -19.5138322, Longitude: -41.0182089
Município: BREJETUBA, ES, Latitude: -20.1465817, Longitude: -41.2902303
Município: CACHOEIRO DE ITAPEMIRIM, ES, Latitude: -20.848084, Longitude: -41.11129
Município: CARIACICA, ES, Latitude: -20.263202, Longitude: -40.416549
Município: CASTELO, ES, Latitude: -20.6034476, Longitude: -41.2033505
Município: COLATINA, ES, Latitude: -19.5346732, Longitude: -40.6287836
Município: CONCEICAO DA BARRA, ES, Latitude: -18.5841421, Longitude: -39.7371844
Município: CONCEICAO DO CASTELO, ES, Latitude: -20.3601311, Longitude: -41.2470343
Município: DOMINGOS MARTINS, ES, Latitude: -20.3646483, Longitude: -40.6585797
Município: DORES DO RIO PRETO, ES, Latitude: -20.6907113, Longitude: -41.846385
Município: FUNDAO, ES, Latitude: -19.9332174, Longitude: -40.4049674
Município: GUACUI, ES, Latitude: -20.7726679, Longitude: -41.6750657
Município: GUARAPARI, ES, Latitude: -20.6718755, Longitude: -40.4984617
Município: LIMOEIRO DO NORTE, CE, Latitude: -5.1455607, Longitude: -38.0984936
Município: LAVRAS DA MANGABEIRA, CE, Latitude: -6.7533331, Longitude: -38.96538686618186
Município: JATI, CE, Latitude: -7.6894344, Longitude: -39.006074
Município: UBATA, BA, Latitude: -14.212002, Longitude: -39.5245924
Município: URUCUCA, BA, Latitude: -14.5913092, Longitude: -39.2862094
Município: UTINGA, BA, Latitude: -12.0781018, Longitude: -41.090787
Município: VALENCA, BA, Latitude: -13.3723582, Longitude: -39.0694243
Município: VARZEDO, BA, Latitude: -12.9745346, Longitude: -39.3944723
Município: VEREDA, BA, Latitude: -17.2247466, Longitude: -40.0856161
Município: VITORIA DA CONQUISTA, BA, Latitude: -14.8567487, Longitude: -40.8414804
Município: WAGNER, BA, Latitude: -12.2818593, Longitude: -41.1686734
Município: WANDERLEY, BA, Latitude: -12.1208986, Longitude: -43.8905685
Município: WENCESLAU GUIMARAES, BA, Latitude: -13.6866356, Longitude: -39.479122
Município: ACARAPE, CE, Latitude: -4.2237866, Longitude: -38.7071663
Município: ACARAU, CE, Latitude: -2.8869514, Longitude: -40.1194713
Município: ALTO SANTO, CE, Latitude: -5.5190371, Longitude: -38.2719351
Município: AMONTADA, CE, Latitude: -3.3634586, Longitude: -39.8284791
Município: AQUIRAZ, CE, Latitude: -3.9063117, Longitude: -38.387504
Município: ARACATI, CE, Latitude: -4.558259, Longitude: -37.767894
Município: URANDI, BA, Latitude: -14.7680766, Longitude: -42.6573988
Município: UBAITABA, BA, Latitude: -14.3117771, Longitude: -39.3226605
Município: JAGUARUANA, CE, Latitude: -4.831508, Longitude: -37.780997
Município: UBAIRA, BA, Latitude: -13.2616682, Longitude: -39.6612866
Município: SEABRA, BA, Latitude: -12.4172071, Longitude: -41.772051
Município: SENHOR DO BONFIM, BA, Latitude: -10.4602509, Longitude: -40.189151
Município: SERRINHA, BA, Latitude: -11.66199, Longitude: -39.0034021
Município: SIMOES FILHO, BA, Latitude: -12.7867839, Longitude: -38.4030365
Município: SITIO DO QUINTO, BA, Latitude: -10.3675979, Longitude: -38.2041664
Município: TABOCAS DO BREJO VELHO, BA, Latitude: -12.7020751, Longitude: -44.0091066
Município: TANHACU, BA, Latitude: -14.019662, Longitude: -41.247271
Município: TANQUINHO, BA, Latitude: -11.9747061, Longitude: -39.1057638
Município: TEIXEIRA DE FREITAS, BA, Latitude: -17.5384774, Longitude: -39.7451701
Município: TEODORO SAMPAIO, BA, Latitude: -12.3053855, Longitude: -38.6408979
Município: TEOFILANDIA, BA, Latitude: -11.4891658, Longitude: -38.9997411
Município: TEOLANDIA, BA, Latitude: -13.603575, Longitude: -39.4927143
Município: TERRA NOVA, BA, Latitude: -12.4069929, Longitude: -38.6191596
Município: TUCANO, BA, Latitude: -10.963517, Longitude: -38.785957
Município: UAUA, BA, Latitude: -9.8384079, Longitude: -39.4793914
Município: ARACOIABA, CE, Latitude: -4.3702577, Longitude: -38.8084313
Município: AURORA, CE, Latitude: -6.9426019, Longitude: -38.9693765
Município: BAIXIO, CE, Latitude: -6.7303544, Longitude: -38.7170095
Município: BANABUIU, CE, Latitude: -5.3046404, Longitude: -38.919766
Município: FRECHEIRINHA, CE, Latitude: -3.755572, Longitude: -40.818019
Município: HORIZONTE, CE, Latitude: -4.0964618, Longitude: -38.4965574
Município: IBARETAMA, CE, Latitude: -4.8194345, Longitude: -38.8208476
Município: ICAPUI, CE, Latitude: -4.7158474, Longitude: -37.3535365
Município: ICO, CE, Latitude: -6.4003992, Longitude: -38.8575946
Município: INDEPENDENCIA, CE, Latitude: -5.3958538, Longitude: -40.3108896
Município: IPAUMIRIM, CE, Latitude: -6.7883197, Longitude: -38.7172034
Município: IRAUCUBA, CE, Latitude: -3.7466828, Longitude: -39.7840904
Município: ITAITINGA, CE, Latitude: -3.965768, Longitude: -38.529763
Município: ITAPAGE, CE, Latitude: -3.667868, Longitude: -39.591681
Município: ITAPAJE, CE, Latitude: -3.6841324, Longitude: -39.5851265
Município: ITAPIPOCA, CE, Latitude: -3.499329, Longitude: -39.583571
Município: ITATIRA, CE, Latitude: -4.5305504, Longitude: -39.6210481
Município: JAGUARIBARA, CE, Latitude: -5.454494, Longitude: -38.4679295
Município: JAGUARIBE, CE, Latitude: -5.8854585, Longitude: -38.6212957
Município: FORTALEZA, CE, Latitude: -3.7304512, Longitude: -38.5217989
Município: FORQUILHA, CE, Latitude: -3.799447, Longitude: -40.263405
Município: FARIAS BRITO, CE, Latitude: -6.9272823, Longitude: -39.5714222
Município: CANINDE, CE, Latitude: -4.3547946, Longitude: -39.3108516
Município: BARRO, CE, Latitude: -7.1713587, Longitude: -38.7742136
Município: BEBERIBE, CE, Latitude: -4.1810469, Longitude: -38.1298101
Município: BELA CRUZ, CE, Latitude: -3.0529129, Longitude: -40.167582
Município: BOA VIAGEM, CE, Latitude: -5.1261877, Longitude: -39.7300055
Município: BREJO SANTO, CE, Latitude: -7.4909841, Longitude: -38.9859152
Município: CAMOCIM, CE, Latitude: -2.9009918, Longitude: -40.8427389
Município: CARIDADE, CE, Latitude: -4.2316487, Longitude: -39.1946515
Município: EUSEBIO, CE, Latitude: -3.8889838, Longitude: -38.4546585
Município: CARIRE, CE, Latitude: -3.948584, Longitude: -40.476028
Município: CASCAVEL, CE, Latitude: -4.129666, Longitude: -38.241178
Município: CAUCAIA, CE, Latitude: -3.7300563, Longitude: -38.6593082
Município: CHOROZINHO, CE, Latitude: -4.3010895, Longitude: -38.4976923
Município: COREAU, CE, Latitude: -3.5519794, Longitude: -40.6528409
Município: CROATA, CE, Latitude: -4.4156199, Longitude: -40.9048081
Município: RIO BANANAL, ES, Latitude: -19.2614413, Longitude: -40.3353272
Município: SANTA MARIA DE JETIBA, ES, Latitude: -20.025296, Longitude: -40.743931
Município: CAMALAU, PB, Latitude: -7.885031, Longitude: -36.824191
Município: SANTA FE DE GOIAS, GO, Latitude: -15.7705927, Longitude: -51.1018204
Município: SANTA RITA DO ARAGUAIA, GO, Latitude: -17.3269099, Longitude: -53.2012361
Município: SANTA RITA DO NOVO DESTINO, GO, Latitude: -15.1350719, Longitude: -49.1202541
Município: SANTA ROSA DE GOIAS, GO, Latitude: -16.0839829, Longitude: -49.495326
Município: SANTA TEREZA DE GOIAS, GO, Latitude: -13.713116, Longitude: -49.0164361
Município: SANTO ANTONIO DA BARRA, GO, Latitude: -17.5584989, Longitude: -50.6345431
Município: SANTO ANTONIO DE GOIAS, GO, Latitude: -16.4861723, Longitude: -49.3093885
Município: SANTO ANTONIO DO DESCOBERTO, GO, Latitude: -15.9465415, Longitude: -48.2616527
Município: SAO DOMINGOS, GO, Latitude: -13.3998769, Longitude: -46.3217961
Município: SAO FRANCISCO DE GOIAS, GO, Latitude: -15.9334279, Longitude: -49.2608329
Município: SAO LUIZ DO NORTE, GO, Latitude: -14.8620462, Longitude: -49.3320827
Município: SAO MIGUEL DO ARAGUAIA, GO, Latitude: -13.2726442, Longitude: -50.1627219
Município: SAO SIMAO, GO, Latitude: -18.9939882, Longitude: -50.5463828
Município: SIMOLANDIA, GO, Latitude: -14.4733312, Longitude: -46.4832791
Município: TERESINA DE GOIAS, GO, Latitude: -13.7789573, Longitude: -47.266894
Município: TEREZOPOLIS DE GOIAS, GO, Latitude: -16.4837865, Longitude: -49.0949299
Município: SANTA HELENA DE GOIAS, GO, Latitude: -17.8115199, Longitude: -50.5976641
Município: RIO VERDE, GO, Latitude: -17.7921255, Longitude: -50.9191219
Município: URUACU, GO, Latitude: -14.5244164, Longitude: -49.1510022
Município: RIANAPOLIS, GO, Latitude: -15.4479209, Longitude: -49.5102051
Município: PADRE BERNARDO, GO, Latitude: -15.1676411, Longitude: -48.2840561
Município: PANAMA, GO, Latitude: -18.1755033, Longitude: -49.3523852
Município: PARANAIGUARA, GO, Latitude: -18.9137048, Longitude: -50.6536307
Município: PIRACANJUBA, GO, Latitude: -17.3020379, Longitude: -49.0170101
Município: PIRANHAS, GO, Latitude: -16.4252491, Longitude: -51.8231427
Município: PIRENOPOLIS, GO, Latitude: -15.8501619, Longitude: -48.957317
Município: PLANALTINA, GO, Latitude: -15.4571536, Longitude: -47.6089024
Município: PONTALINA, GO, Latitude: -17.5144331, Longitude: -49.4449688
Município: PORANGATU, GO, Latitude: -13.444663, Longitude: -49.1423569
Município: PORTEIRAO, GO, Latitude: -17.8139944, Longitude: -50.1653411
Município: PORTELANDIA, GO, Latitude: -17.3573086, Longitude: -52.6777879
Município: POSSE, GO, Latitude: -14.0835852, Longitude: -46.3563185
Município: PROFESSOR JAMIL, GO, Latitude: -17.25316, Longitude: -49.2442452
Município: QUIRINOPOLIS, GO, Latitude: -18.4471859, Longitude: -50.4546981
Município: RIALMA, GO, Latitude: -15.3144819, Longitude: -49.5813991
Município: TRINDADE, GO, Latitude: -16.6549924, Longitude: -49.4876203
Município: VALPARAISO DE GOIAS, GO, Latitude: -16.0686394, Longitude: -47.9764907
Município: SAO GABRIEL DA PALHA, ES, Latitude: -19.0148349, Longitude: -40.539464
Município: BOA VISTA DO GURUPI, MA, Latitude: -1.7981168, Longitude: -46.3071882
Município: BOM JESUS DAS SELVAS, MA, Latitude: -4.4878075, Longitude: -46.8526639
Município: BOM LUGAR, MA, Latitude: -4.3728019, Longitude: -45.0366054
Município: BURITI BRAVO, MA, Latitude: -5.8391884, Longitude: -43.8367876
Município: BURITICUPU, MA, Latitude: -4.3227472, Longitude: -46.4516989
Município: CAMPESTRE DO MARANHAO, MA, Latitude: -6.1729113, Longitude: -47.3640512
Município: CAPINZAL DO NORTE, MA, Latitude: -4.7304006, Longitude: -44.3249063
Município: CAROLINA, MA, Latitude: -7.3313437, Longitude: -47.4738762
Município: CAXIAS, MA, Latitude: -4.8654201, Longitude: -43.353664
Município: CHAPADINHA, MA, Latitude: -3.7416803, Longitude: -43.3548006
Município: CIDELANDIA, MA, Latitude: -5.174655, Longitude: -47.7833531
Município: CODO, MA, Latitude: -4.455623, Longitude: -43.892354
Município: COLINAS, MA, Latitude: -6.0332631, Longitude: -44.2528542
Município: DAVINOPOLIS, MA, Latitude: -5.5265775, Longitude: -47.3942217
Município: DOM PEDRO, MA, Latitude: -5.0398278, Longitude: -44.4385724
Município: ESTREITO, MA, Latitude: -6.5583016, Longitude: -47.4432212
Município: BOM JARDIM, MA, Latitude: -3.54129, Longitude: -45.606004
Município: BELA VISTA DO MARANHAO, MA, Latitude: -3.7416367, Longitude: -45.2514192
Município: VARJAO, GO, Latitude: -17.045397, Longitude: -49.632599
Município: BARREIRINHAS, MA, Latitude: -2.7541271, Longitude: -42.8259693
Município: VILA BOA, GO, Latitude: -15.0357754, Longitude: -47.0561444
Município: VILA PROPICIO, GO, Latitude: -15.4558431, Longitude: -48.8855024
Município: ACAILANDIA, MA, Latitude: -4.9515026, Longitude: -47.500732
Município: ALTO ALEGRE DO MARANHAO, MA, Latitude: -4.2055693, Longitude: -44.4525287
Município: AMAPA DO MARANHAO, MA, Latitude: -1.6762114, Longitude: -46.0109669
Município: ANAJATUBA, MA, Latitude: -3.26441, Longitude: -44.6179916
Município: ARAGUANA, MA, Latitude: -2.9508403, Longitude: -45.6651986
Município: ARAME, MA, Latitude: -4.8858769, Longitude: -46.0102484
Município: ARARI, MA, Latitude: -3.4547602, Longitude: -44.7772723
Município: AXIXA, MA, Latitude: -2.8379465, Longitude: -44.0561053
Município: BACABAL, MA, Latitude: -4.2318132, Longitude: -44.781167
Município: BACABEIRA, MA, Latitude: -2.9786744, Longitude: -44.3163504
Município: BALSAS, MA, Latitude: -7.53214, Longitude: -46.037163
Município: BARAO DE GRAJAU, MA, Latitude: -6.7542591, Longitude: -43.0263477
Município: BARRA DO CORDA, MA, Latitude: -5.496823, Longitude: -45.248496
Município: NOVA GLORIA, GO, Latitude: -15.1481798, Longitude: -49.577239
Município: NIQUELANDIA, GO, Latitude: -14.4648655, Longitude: -48.4572244
Município: MORRINHOS, GO, Latitude: -17.7333689, Longitude: -49.105908
Município: AMARALINA, GO, Latitude: -13.9236199, Longitude: -49.2962411
Município: APARECIDA DE GOIANIA, GO, Latitude: -16.8226769, Longitude: -49.2452546
Município: APARECIDA DO RIO DOCE, GO, Latitude: -18.2980167, Longitude: -51.1491312
Município: ARAGARCAS, GO, Latitude: -15.8957166, Longitude: -52.2514538
Município: ARAGOIANIA, GO, Latitude: -16.9146388, Longitude: -49.4499148
Município: BARRO ALTO, GO, Latitude: -14.9696025, Longitude: -48.9190985
Município: BOM JARDIM DE GOIAS, GO, Latitude: -16.2062659, Longitude: -52.172793
Município: BOM JESUS DE GOIAS, GO, Latitude: -18.2174587, Longitude: -49.739721
Município: BONOPOLIS, GO, Latitude: -13.649331, Longitude: -49.8329113
Município: BURITI ALEGRE, GO, Latitude: -18.1377879, Longitude: -49.0404411
Município: CABECEIRAS, GO, Latitude: -15.7995459, Longitude: -46.9264991
Município: CACHOEIRA ALTA, GO, Latitude: -18.7618269, Longitude: -50.9432431
Município: CACHOEIRA DOURADA, GO, Latitude: -18.4934204, Longitude: -49.481062
Município: CACU, GO, Latitude: -18.5637222, Longitude: -51.1369685
Município: CAIAPONIA, GO, Latitude: -16.9538779, Longitude: -51.8090761
Município: CAMPINORTE, GO, Latitude: -14.3104574, Longitude: -49.1552173
Município: ANAPOLIS, GO, Latitude: -16.3332828, Longitude: -48.9525756
Município: ALVORADA DO NORTE, GO, Latitude: -14.483911, Longitude: -46.4959897
Município: MONTES CLAROS DE GOIAS, GO, Latitude: -16.0059459, Longitude: -51.3978781
Município: ALTO HORIZONTE, GO, Latitude: -14.1954948, Longitude: -49.3366993
Município: SAO MATEUS, ES, Latitude: -18.7146049, Longitude: -39.8539499
Município: SERRA, ES, Latitude: -20.1252961, Longitude: -40.3064477
Município: SOORETAMA, ES, Latitude: -19.1918129, Longitude: -40.1037067
Município: VARGEM ALTA, ES, Latitude: -20.6742303, Longitude: -41.010615
Município: VENDA NOVA DO IMIGRANTE, ES, Latitude: -20.3325787, Longitude: -41.1295842
Município: VIANA, ES, Latitude: -20.3914471, Longitude: -40.4966587
Município: VILA PAVAO, ES, Latitude: -18.6191731, Longitude: -40.6043622
Município: VILA VELHA, ES, Latitude: -20.3297037, Longitude: -40.2920174
Município: VITORIA, ES, Latitude: -20.3200917, Longitude: -40.3376682
Município: ABADIA DE GOIAS, GO, Latitude: -16.7572644, Longitude: -49.4412205
Município: ABADIANIA, GO, Latitude: -16.1940946, Longitude: -48.7067767
Município: ACREUNA, GO, Latitude: -17.3959899, Longitude: -50.3749031
Município: AGUA FRIA DE GOIAS, GO, Latitude: -14.9803368, Longitude: -47.7824312
Município: AGUAS LINDAS DE GOIAS, GO, Latitude: -15.7392283, Longitude: -48.2793357
Município: ALEXANIA, GO, Latitude: -16.0834049, Longitude: -48.5077803
Município: CAMPO ALEGRE DE GOIAS, GO, Latitude: -17.6337896, Longitude: -47.779291
Município: CASTELANDIA, GO, Latitude: -18.089062, Longitude: -50.220798
Município: CATALAO, GO, Latitude: -18.1702546, Longitude: -47.9447082
Município: CERES, GO, Latitude: -15.3103568, Longitude: -49.6032054
Município: INDIARA, GO, Latitude: -17.1387389, Longitude: -49.9861621
Município: IPAMERI, GO, Latitude: -17.7215439, Longitude: -48.158118
Município: ITABERAI, GO, Latitude: -16.0205509, Longitude: -49.8060341
Município: ITAGUARI, GO, Latitude: -15.9180439, Longitude: -49.6070841
Município: ITAPACI, GO, Latitude: -14.9522349, Longitude: -49.5511221
Município: ITAPIRAPUA, GO, Latitude: -15.8204999, Longitude: -50.6094341
Município: ITUMBIARA, GO, Latitude: -18.4135862, Longitude: -49.2172596
Município: JANDAIA, GO, Latitude: -17.0479665, Longitude: -50.1475485
Município: JARAGUA, GO, Latitude: -15.7528866, Longitude: -49.3344033
Município: JATAI, GO, Latitude: -17.8783829, Longitude: -51.7204241
Município: JUSSARA, GO, Latitude: -15.874813, Longitude: -50.867431
Município: LUZIANIA, GO, Latitude: -16.2535456, Longitude: -47.9500276
Município: MARA ROSA, GO, Latitude: -14.0148159, Longitude: -49.1776521
Município: MAURILANDIA, GO, Latitude: -17.9718589, Longitude: -50.3388361
Município: MINEIROS, GO, Latitude: -17.5653879, Longitude: -52.5536721
Município: HIDROLINA, GO, Latitude: -14.722224, Longitude: -49.4694448
Município: HIDROLANDIA, GO, Latitude: -16.9671342, Longitude: -49.22826
Município: GUARANI DE GOIAS, GO, Latitude: -13.9393794, Longitude: -46.4781536
Município: ESTRELA DO NORTE, GO, Latitude: -13.8687665, Longitude: -49.0690546
Município: CEZARINA, GO, Latitude: -16.9718289, Longitude: -49.775814
Município: CIDADE OCIDENTAL, GO, Latitude: -16.1000758, Longitude: -47.9445014
Município: COCALZINHO DE GOIAS, GO, Latitude: -15.7762854, Longitude: -48.7730427
Município: CORUMBA DE GOIAS, GO, Latitude: -15.9268355, Longitude: -48.8074659
Município: CRISTALINA, GO, Latitude: -16.7680599, Longitude: -47.6133427
Município: CUMARI, GO, Latitude: -18.2644369, Longitude: -48.1511341
Município: FLORES DE GOIAS, GO, Latitude: -14.4580291, Longitude: -47.0395396
Município: GUAPO, GO, Latitude: -16.8308602, Longitude: -49.5343721
Município: FORMOSA, GO, Latitude: -15.5492443, Longitude: -47.3301212
Município: GOIANAPOLIS, GO, Latitude: -16.5071038, Longitude: -49.0213217
Município: GOIANESIA, GO, Latitude: -15.3118269, Longitude: -49.1162001
Município: GOIANIA, GO, Latitude: -16.680882, Longitude: -49.2532691
Município: GOIAS, GO, Latitude: -15.9408902, Longitude: -50.1465398
Município: GOIATUBA, GO, Latitude: -18.0154577, Longitude: -49.3640591
Município: SATIRO DIAS, BA, Latitude: -11.6033746, Longitude: -38.581456
Município: SAPEACU, BA, Latitude: -12.7294438, Longitude: -39.1862263
Município: SAO SEBASTIAO DO PASSE, BA, Latitude: -12.5177926, Longitude: -38.4921566
Município: TAPAUA, AM, Latitude: -5.6232283, Longitude: -63.1879157
Município: CALCOENE, AP, Latitude: 2.4981757, Longitude: -50.9539503
Município: FERREIRA GOMES, AP, Latitude: 0.8580838, Longitude: -51.1814
Município: LARANJAL DO JARI, AP, Latitude: -0.8419994, Longitude: -52.516
Município: MACAPA, AP, Latitude: 0.0401529, Longitude: -51.0569588
Município: MAZAGAO, AP, Latitude: -0.1160565, Longitude: -51.2861759
Município: OIAPOQUE, AP, Latitude: 3.8432128, Longitude: -51.8350798
Município: PEDRA BRANCA DO AMAPARI, AP, Latitude: 0.7771833, Longitude: -51.9523218
Município: PORTO GRANDE, AP, Latitude: 0.7028371, Longitude: -51.4041605
Município: PRACUUBA, AP, Latitude: 1.7429041, Longitude: -50.7848832
Município: SANTANA, AP, Latitude: -0.0307068, Longitude: -51.1789666
Município: SERRA DO NAVIO, AP, Latitude: 1.6424398999999998, Longitude: -52.27026174349028
Município: TARTARUGALZINHO, AP, Latitude: 1.5052391, Longitude: -50.9123126
Município: ABARE, BA, Latitude: -8.7239913, Longitude: -39.1139689
Município: AIQUARA, BA, Latitude: -14.126918, Longitude: -39.8887574
Município: ALAGOINHAS, BA, Latitude: -12.133526, Longitude: -38.420772
Município: AMAPA, AP, Latitude: 2.0533333, Longitude: -50.7930556
Município: RIO PRETO DA EVA, AM, Latitude: -2.6990647, Longitude: -59.7012494
Município: AMARGOSA, BA, Latitude: -13.0302189, Longitude: -39.6040692
Município: PRESIDENTE FIGUEIREDO, AM, Latitude: -2.0486359, Longitude: -60.0236658
Município: TAQUARANA, AL, Latitude: -9.64529, Longitude: -36.492844
Município: TEOTONIO VILELA, AL, Latitude: -9.9062736, Longitude: -36.3571341
Município: UNIAO DOS PALMARES, AL, Latitude: -9.1576807, Longitude: -36.0342251
Município: VICOSA, AL, Latitude: -9.3728032, Longitude: -36.2432636
Município: APUI, AM, Latitude: -7.1940195, Longitude: -59.8830192
Município: BERURI, AM, Latitude: -3.9007135, Longitude: -61.3717319
Município: BOCA DO ACRE, AM, Latitude: -8.7553487, Longitude: -67.3930873
Município: CANUTAMA, AM, Latitude: -6.5330019, Longitude: -64.3834966
Município: CAREIRO, AM, Latitude: -3.8185277, Longitude: -60.3616505
Município: CAREIRO DA VARZEA, AM, Latitude: -3.197024, Longitude: -59.8259104
Município: HUMAITA, AM, Latitude: -7.5099404, Longitude: -63.0248674
Município: LABREA, AM, Latitude: -7.2613683, Longitude: -64.7924505
Município: MANAUS, AM, Latitude: -3.1316333, Longitude: -59.9825041
Município: MANICORE, AM, Latitude: -5.804618, Longitude: -61.289483
Município: NOVO ARIPUANA, AM, Latitude: -5.125929, Longitude: -60.373179
Município: ALCOBACA, BA, Latitude: -17.5215875, Longitude: -39.1965474
Município: AMELIA RODRIGUES, BA, Latitude: -12.4015388, Longitude: -38.7516971
Município: SAO MIGUEL DAS MATAS, BA, Latitude: -13.047749, Longitude: -39.4554608
Município: BOA VISTA DO TUPIM, BA, Latitude: -12.6605988, Longitude: -40.6083594
Município: BONINAL, BA, Latitude: -12.7095183, Longitude: -41.8299984
Município: BREJOES, BA, Latitude: -13.1033754, Longitude: -39.7909837
Município: BROTAS DE MACAUBAS, BA, Latitude: -12.0019007, Longitude: -42.6257506
Município: BRUMADO, BA, Latitude: -14.2950215, Longitude: -41.659239732941316
Município: BUERAREMA, BA, Latitude: -14.9571177, Longitude: -39.3008035
Município: CACHOEIRA, BA, Latitude: -12.5998256, Longitude: -38.9665918
Município: CAEM, BA, Latitude: -11.0909658, Longitude: -40.4322187
Município: CAETITE, BA, Latitude: -14.0691776, Longitude: -42.4852428
Município: CALDEIRAO GRANDE, BA, Latitude: -11.0208483, Longitude: -40.3041387
Município: CAMACAN, BA, Latitude: -15.4166631, Longitude: -39.4930088
Município: CAMACARI, BA, Latitude: -12.6998188, Longitude: -38.3260762
Município: CAMAMU, BA, Latitude: -13.9438142, Longitude: -39.1060917
Município: CANDEAL, BA, Latitude: -11.8053441, Longitude: -39.1206515
Município: CANDEIAS, BA, Latitude: -12.6693806, Longitude: -38.5406462
